REM Manufactured by Makoto 2004/10.2005/05.2006/11

IDENTIFY "HAUNEB(Non-GL)" 
CATEGORY ATTACKER

AFTBURNR TRUE                 #HAVE AFTERBURNER?
INITSPED 0.0MACH              #INITIAL SPEED

INITIGUN 0                    #INITIAL GUN

RADARCRS 0.001                #RADAR CROSS SECTION

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1.0MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 100kt                #LANDING SPEED
REFAOALD 8deg                 #LANDING AOA
REFLNRWY 100m                 #RUNWAY REQUIRED TO STOP
REFTHRLD 0.30                 #LANDING THROTTLE SETTING

NMTURRET 10

TURRETPO 0 0m -2.03m  4m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 0 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 0 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 0 20                           # Ammo
TURRETIV 0 100sec                       # Number ShootingInterval
TURRETCT 0 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 1 0m -2.03m 14m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 1 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 1 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 1 20                           # Ammo
TURRETIV 1 100sec                       # Number ShootingInterval
TURRETCT 1 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 2 0m -2.03m 24m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 2 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 2 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 2 20                           # Ammo
TURRETIV 2 100sec                       # Number ShootingInterval
TURRETCT 2 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 3 0m -2.03m 34m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 3 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 3 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 3 20                           # Ammo
TURRETIV 3 100sec                       # Number ShootingInterval
TURRETCT 3 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 4 0m -2.03m 44m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 4 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 4 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 4 20                           # Ammo
TURRETIV 4 100sec                       # Number ShootingInterval
TURRETCT 4 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 5 0m -2.03m 54m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 5 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 5 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 5 20                           # Ammo
TURRETIV 5 100sec                       # Number ShootingInterval
TURRETCT 5 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 6 0m -2.03m 64m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 6 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 6 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 6 20                           # Ammo
TURRETIV 6 100sec                       # Number ShootingInterval
TURRETCT 6 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 7 0m -2.03m 74m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 7 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 7 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 7 20                           # Ammo
TURRETIV 7 100sec                       # Number ShootingInterval
TURRETCT 7 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 8 0m -2.03m 84m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 8 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 8 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 8 20                           # Ammo
TURRETIV 8 100sec                       # Number ShootingInterval
TURRETCT 8 PILOT                        # Controlled by PILOT or GUNNER

TURRETPO 9 0m -2.03m 94m 0deg 0deg 0deg # Number x y z h p b
TURRETPT 9 0deg 0deg 0deg               # Number MinPitch MaxPitch NeutralPitch
TURRETHD 9 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 9 20                           # Ammo
TURRETIV 9 100sec                       # Number ShootingInterval
TURRETCT 9 PILOT                        # Controlled by PILOT or GUNNER

AUTOCALC
