IDENTIFY "R-9_ARROW HEAD(SHOT_ONLY)"
CATEGORY FIGHTER

AFTBURNR TRUE                 #HAVE AFTERBURNER?
WINGAREA 30m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 240.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 65kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 9.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 3.0                  #PITCH STABILITY CONSTANT
CYAWMANE 8.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 5.0                  #YAW STABILITY CONSTANT
CROLLMAN 4.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 1.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

NMTURRET 4
TURRETPO 0 0m 0.3m 10.7m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 0 0deg -180deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 0 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 0 0                              # Ammo
TURRETIV 0 0.1sec                            # Number ShootingInterval
TURRETNM 0 FORCEJOINT2                            # DNM Node Name
TURRETAR 0                                   # Anti Air Capable
TURRETCT 0 PILOT                            # Controlled by PILOT or GUNNER

TURRETPO 1 4.3m 0m -2m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 1 0deg -180deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 1 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 1 0                              # Ammo
TURRETIV 1 0.18sec                            # Number ShootingInterval
TURRETNM 1 FORCEJOINT4                   # DNM Node Name
TURRETAR 1                                   # Anti Air Capable
TURRETCT 1 PILOT                            # Controlled by PILOT or GUNNER

TURRETPO 2 0m 0.3m 10.7m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 2 0deg -180deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 2 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 2 0                              # Ammo
TURRETIV 2 0.1sec                            # Number ShootingInterval
TURRETNM 2 CURSOL41                            # DNM Node Name
TURRETAR 2                                   # Anti Air Capable
TURRETCT 2 PILOT                            # Controlled by PILOT or GUNNER

TURRETPO 3 4.3m 0m -2m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 3 0deg -180deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 3 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 3 0                              # Ammo
TURRETIV 3 0.18sec                            # Number ShootingInterval
TURRETNM 3 CURSOL4                   # DNM Node Name
TURRETAR 3                                   # Anti Air Capable
TURRETCT 3 PILOT                            # Controlled by PILOT or GUNNER

REM Slots must come before Inits.
HRDPOINT 3.80m -0.24m 5.80m AIM9 AIM120
HRDPOINT -3.80m -0.24m 5.80m AIM9 AIM120
HRDPOINT 3.80m -0.24m 5.80m AIM9 AIM120 AGM65
HRDPOINT -3.80m -0.24m 5.80m AIM9 AIM120 AGM65
HRDPOINT 3.80m -0.24m 5.80m AIM9 AIM120 AGM65
HRDPOINT -3.80m -0.24m 5.80m AIM9 AIM120 AGM65
HRDPOINT 3.80m -0.24m 5.80m AIM9 AIM120 AGM65
HRDPOINT -3.80m -0.24m 5.80m AIM9 AIM120 AGM65
HRDPOINT 3.80m -0.24m 5.80m AIM9 AGM65
HRDPOINT -3.80m -0.24m 5.80m AIM9 AGM65
HRDPOINT 3.80m -0.24m 5.80m AIM9 AGM65
HRDPOINT -3.80m -0.24m 5.80m AIM9 AGM65
HRDPOINT 3.80m -0.24m 5.80m AGM65
HRDPOINT -3.80m -0.24m 5.80m AGM65
HRDPOINT 0.00m -0.30m -1.80m B500
HRDPOINT 0.00m -0.30m -1.80m B500
HRDPOINT 0.00m -0.30m -1.80m B500
HRDPOINT 0.00m -0.30m -1.80m B500
HRDPOINT 0.00m -0.30m -1.80m B500
HRDPOINT  11.00m  0.00m  0.00m B250
HRDPOINT -11.00m  0.00m  0.00m B250
HRDPOINT  11.00m  0.00m  0.00m B250
HRDPOINT -11.00m  0.00m  0.00m B250
HRDPOINT  11.00m  0.00m  0.00m B250
HRDPOINT -11.00m  0.00m  0.00m B250
HRDPOINT  11.00m  0.00m  0.00m B250
HRDPOINT -11.00m  0.00m  0.00m B250
HRDPOINT  11.00m  0.00m  0.00m B250
HRDPOINT -11.00m  0.00m  0.00m B250
HRDPOINT  0.00m  11.00m  0.00m RKT
HRDPOINT  0.00m -11.00m  0.00m RKT
HRDPOINT  0.00m  11.00m  0.00m RKT
HRDPOINT  0.00m -11.00m  0.00m RKT

MAXNMRKT 52
LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 3000                 #INITIAL GUN
LOADWEPN AIM120 2
LOADWEPN AIM9 4

AAMVISIB FALSE
AGMVISIB FALSE
BOMVISIB FALSE
RKTVISIB FALSE

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1.5MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1200m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
