HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 6.5m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 4.0m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m 1.5m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -6.0m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -8.5m B500
HRDPOINT 0.0m -1.0m -11.0m B500
HRDPOINT 0.0m -1.0m -11.0m B500
	 	
LMTBYHDP TRUE

AGMVISIB FALSE
BOMVISIB FALSE

REFVCRUS 0.9MACH
REFACRUS 30000ft
REFTCRUS 1.0
REFVLAND 170kt
REFAOALD 10deg
REFLNRWY 2200m
REFTHRLD 0.8

AUTOCALC 	
