REM Original by CEP: T-33A ShootingStar JASDF A.D.C.HQ SQ
REM modded by YSMajor
REM DAT Modification by Ricm96

IDENTIFY "F-94B_Starfire"
CATEGORY FIGHTER
AFTBURNR TRUE                #HAVE AFTERBURNER?
TURRETPO 2 0.2m -0.17m  4.33m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 2 0deg 0deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 2 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 2 500                              # Ammo
TURRETIV 2 0.08sec                           # Number ShootingInterval
TURRETNM 2 0                               # DNM Node Name
TURRETAR 2                                   # Anti Air Capable
TURRETGD 2                                   # Anti Ground Capable
TURRETCT 2 PILOT                             # Controlled by the pilot
TURRETRG 2 2000m

TURRETPO 3 -0.2m -0.17m  4.33m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 3 0deg 0deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 3 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 3 500                              # Ammo
TURRETIV 3 0.08sec                           # Number ShootingInterval
TURRETNM 3 0                               # DNM Node Name
TURRETAR 3                                   # Anti Air Capable
TURRETGD 3                                   # Anti Ground Capable
TURRETCT 3 PILOT                             # Controlled by the pilot
TURRETRG 3 2000m

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 527kt             #CRUISING SPEED    RICM
REFACRUS 30000ft              #CRUISING ALTITUDE
REFTCRUS 1.0                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 95kt                #LANDING SPEED
REFAOALD 8deg                #LANDING AOA
REFLNRWY 900m                 #RUNWAY REQUIRED TO STOP
REFTHRLD 1.0                  #LANDING THROTTLE SETTING    RICM


AUTOCALC
