REM F-14 TOMCAT
IDENTIFY "GESPENST_MKIV(RUSSEL)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
TURRETPO 0 5m 5m  5m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 0 -20deg 20deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 0 -35deg 35deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 0 2000                             # Ammo
TURRETIV 0 0.08sec                            # Number ShootingInterval
TURRETNM 0 turret                          # DNM Node Name
TURRETAR 0                                   # Anti Air Capable
REM TURRETGD 0                                   # Anti Ground Capable
TURRETCT 0 PILOT                           # Controlled by PILOT or GUNNER
TURRETRG 0 2500.0m

TURRETPO 1 1.78m 7.279m  2.778m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 1 -20deg 20deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 1 0deg 0deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 1 0                             # Ammo
TURRETIV 1 0.1sec                            # Number ShootingInterval
TURRETNM 1 r_shoulder_t                          # DNM Node Name
TURRETAR 1                                   # Anti Air Capable
REM TURRETGD 0                                   # Anti Ground Capable
TURRETCT 1 PILOT                           # Controlled by PILOT or GUNNER
TURRETRG 1 2500.0m

TURRETPO 2 3.767m 6.775m  2.929m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 2 0deg 0deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 2 -5deg 5deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 2 0                             # Ammo
TURRETIV 2 0.1sec                            # Number ShootingInterval
TURRETNM 2 r_arm_t                        # DNM Node Name
TURRETAR 2                                   # Anti Air Capable
REM TURRETGD 0                                   # Anti Ground Capable
TURRETCT 2 PILOT                           # Controlled by PILOT or GUNNER
TURRETRG 2 2500.0m

TURRETPO 3 4.91m 4.69m  4.13m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 3 -0deg 0deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 3 -30deg 30deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 3 0                             # Ammo
TURRETIV 3 0.1sec                            # Number ShootingInterval
TURRETNM 3 r_forearm_t                        # DNM Node Name
TURRETAR 3                                   # Anti Air Capable
REM TURRETGD 0                                   # Anti Ground Capable
TURRETCT 3 PILOT                           # Controlled by PILOT or GUNNER
TURRETRG 3 2500.0m

TURRETPO 4 5.1m 4.9m  5m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 4 -20deg 20deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 4 -35deg 35deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 4 2000                             # Ammo
TURRETIV 4 0.08sec                            # Number ShootingInterval
TURRETNM 4 turret                          # DNM Node Name
TURRETAR 4                                   # Anti Air Capable
REM TURRETGD 0                                   # Anti Ground Capable
TURRETCT 4 PILOT                           # Controlled by PILOT or GUNNER
TURRETRG 4 2500.0m

TURRETPO 5 4.9m 4.9m  5m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 5 -20deg 20deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 5 -35deg 35deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 5 2000                             # Ammo
TURRETIV 5 0.08sec                            # Number ShootingInterval
TURRETNM 5 turret                          # DNM Node Name
TURRETAR 5                                   # Anti Air Capable
REM TURRETGD 0                                   # Anti Ground Capable
TURRETCT 5 PILOT                           # Controlled by PILOT or GUNNER
TURRETRG 5 2500.0m

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1100kt              #CRUISING SPEED
REFACRUS 40000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 135kt               #LANDING SPEED
REFAOALD 14deg               #LANDING AOA
REFLNRWY 700m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.4              #LANDING THROTTLE SETTING

AUTOCALC
